,Unnamed: 0,contributor,hl_num,image_src,isbn,medium,price,product_link,series,title,voicing,series.1,publisher,format,high_quality_image_link,details
5553,5553,John Novello,842012,https://halleonard-common.s3.amazonaws.com/item_gif/00842012.gif,9.78063E+12,,$39.99 (US),https://www.halleonard.com/product/842012/the-contemporary-keyboardist--revised-and-expanded?subsiteid=1,Instructional,The Contemporary Keyboardist – Revised and Expanded,,,,,,
5554,5554,Various,699585,https://halleonard-common.s3.amazonaws.com/item_gif/00699585.gif,9.78063E+12,"Softcover Audio Online
				 - TAB",$16.99 (US),https://www.halleonard.com/product/699585/rock?subsiteid=1,Guitar Play-Along,Rock,,,,,,
5555,5555,Kirk Tatnall,697397,https://halleonard-common.s3.amazonaws.com/item_gif/00697397.gif,9.78142E+12,"Softcover Audio Online
				 - TAB",$16.99 (US),https://www.halleonard.com/product/697397/open-chords?subsiteid=1,Guitar Method,Open Chords,,,,,,
5556,5556,Peter Deneff,695784,https://halleonard-common.s3.amazonaws.com/item_gif/00695784.gif,9.78063E+12,,$22.99 (US),https://www.halleonard.com/product/695784/rock-hanon?subsiteid=1,Musicians Institute Press,Rock Hanon,,,,,,
5557,5557,Stephen Sondheim,313481,https://halleonard-common.s3.amazonaws.com/item_gif/00313481.gif,9.78142E+12,Softcover,$17.99 (US),https://www.halleonard.com/product/313481/merrily-we-roll-along?subsiteid=1,Vocal Selections,Merrily We Roll Along,,,,,,
5558,5558,Various,310184,https://halleonard-common.s3.amazonaws.com/item_gif/00310184.gif,9.78079E+12,Softcover,$19.95 (US),https://www.halleonard.com/product/310184/best-rb-songs-ever?subsiteid=1,Piano/ Vocal/ Guitar Songbook,Best R&B Songs Ever,,,,,,
5559,5559,Elvis Presley,154678,https://halleonard-common.s3.amazonaws.com/item_gif/00154678.gif,9.7815E+12,Softcover,$16.99 (US),https://www.halleonard.com/product/154678/elvis-presley--if-i-can-dream?subsiteid=1,Piano/ Vocal/ Guitar Artist Songbook,Elvis Presley – If I Can Dream,,,,,,
5560,5560,Chad Johnson,147679,https://halleonard-common.s3.amazonaws.com/item_gif/00147679.gif,9.7815E+12,"Softcover Audio Online
				 - TAB",$16.99 (US),https://www.halleonard.com/product/147679/how-to-build-guitar-chops?subsiteid=1,Guitar Educational,How to Build Guitar Chops,,,,,,
5561,5561,Dick Sheridan,145630,https://halleonard-common.s3.amazonaws.com/item_gif/00145630.gif,9.78157E+12,Softcover,$19.99 (US),https://www.halleonard.com/product/145630/asap-chord-solos-for-the-baritone-ukulele?subsiteid=1,Fretted,ASAP Chord Solos for the Baritone Ukulele,,,,,,
5562,5562,Various,111971,https://halleonard-common.s3.amazonaws.com/item_gif/00111971.gif,9.78148E+12,Softcover,$19.99 (US),https://www.halleonard.com/product/111971/the-most-requested-songs-of-the-90s?subsiteid=1,Piano/ Vocal/ Guitar Songbook,The Most Requested Songs of the '90s,,,,,,
5563,5563,Red Hot Chili Peppers,102633,https://halleonard-common.s3.amazonaws.com/item_gif/00102633.gif,9.78148E+12,"DVD
				 - TAB",$16.99 (US),https://www.halleonard.com/product/102633/red-hot-chili-peppers?subsiteid=1,Guitar Play-Along DVD,Red Hot Chili Peppers,,,,,,
5564,5564,"Editors: Steve Gorenberg,John McCarthy",127074,https://halleonard-common.s3.amazonaws.com/item_gif/00127074.gif,9.78148E+12,Softcover Audio Online,$19.99 (US),https://www.halleonard.com/product/127074/the-only-chord-book-you-will-ever-need?subsiteid=1,Rock House,The Only Chord Book You Will Ever Need!,,,,,,
5565,5565,Leonard Bernstein,48023178,https://halleonard-common.s3.amazonaws.com/item_gif/48023178.gif,9.78148E+12,Softcover,$14.99 (US),https://www.halleonard.com/product/48023178/leonard-bernstein--complete-anniversaries-for-piano?subsiteid=1,BH Piano,Leonard Bernstein – Complete Anniversaries for Piano,,,,,,
5566,5566,Richard Walters,740216,https://halleonard-common.s3.amazonaws.com/item_gif/00740216.gif,9.78063E+12,Softcover Audio Online,$17.99 (US),https://www.halleonard.com/product/740216/gilbert--sullivan-for-singers?subsiteid=1,Vocal Collection,Gilbert & Sullivan for Singers,,,,,,
5567,5567,Jimi Hendrix,699815,https://halleonard-common.s3.amazonaws.com/item_gif/00699815.gif,9.78142E+12,"Softcover Audio Online
				 - TAB",$17.99 (US),https://www.halleonard.com/product/699815/jimi-hendrix--smash-hits?subsiteid=1,Bass Play-Along,Jimi Hendrix – Smash Hits,,,,,,
5568,5568,Various,312562,https://halleonard-common.s3.amazonaws.com/item_gif/00312562.gif,9.78146E+12,Softcover,$29.99 (US),https://www.halleonard.com/product/312562/piano-white-pages--vol-2?subsiteid=1,Piano/ Vocal/ Guitar Songbook,Piano White Pages – Vol. 2,,,,,,
5569,5569,Joan Sebastian,306502,https://halleonard-common.s3.amazonaws.com/item_gif/00306502.gif,9.78063E+12,,$16.95 (US),https://www.halleonard.com/product/306502/las-canciones-de-joan-sebastian?subsiteid=1,Piano/ Vocal/ Guitar Artist Songbook,Las Canciones De Joan Sebastian,,,,,,
5570,5570,George Gershwin,265877,https://halleonard-common.s3.amazonaws.com/item_gif/00265877.gif,9.78154E+12,Softcover,$19.99 (US),https://www.halleonard.com/product/265877/the-singers-anthology-of-gershwin-songs--soprano?subsiteid=1,Vocal Collection,The Singer's Anthology of Gershwin Songs – Soprano,"
			Soprano
			
		",,,,,
5571,5571,"Arrangers: Richard Walters,Laura Ward",747063,https://halleonard-common.s3.amazonaws.com/item_gif/00747063.gif,9.78079E+12,,$19.99 (US),https://www.halleonard.com/product/747063/richard-strauss-40-songs?subsiteid=1,Vocal Collection,Richard Strauss: 40 Songs,,,,,,
5572,5572,Editor: Ernst-Günter Heinemann,51480325,https://halleonard-common.s3.amazonaws.com/item_gif/51480325.gif,,Softcover,$40.95 (US),https://www.halleonard.com/product/51480325/works-for-piano-four-hands?subsiteid=1,Henle Music Folios,Works for Piano Four-Hands,,,,,,
5573,5573,Bela Bartok,48023607,https://halleonard-common.s3.amazonaws.com/item_gif/48023607.gif,9.7815E+12,Softcover Video Online,$10.99 (US),https://www.halleonard.com/product/48023607/ten-easy-pieces-for-piano?subsiteid=1,BH Piano,Ten Easy Pieces for Piano,,,,,,
5574,5574,Various,48018795,https://halleonard-common.s3.amazonaws.com/item_gif/48018795.gif,9.78142E+12,CD,$19.99 (US),https://www.halleonard.com/product/48018795/the-new-imperial-edition?subsiteid=1,Boosey & Hawkes Voice,The New Imperial Edition,,,,,,
5575,5575,Various,699579,https://halleonard-common.s3.amazonaws.com/item_gif/00699579.gif,9.78063E+12,"Softcover Audio Online
				 - TAB",$15.99 (US),https://www.halleonard.com/product/699579/early-rock?subsiteid=1,Guitar Play-Along,Early Rock,,,,,,
5576,5576,Eric Clapton,695250,https://halleonard-common.s3.amazonaws.com/item_gif/00695250.gif,9.78079E+12,"Softcover Audio Online
				 - TAB",$24.99 (US),https://www.halleonard.com/product/695250/eric-clapton--from-the-album-unplugged?subsiteid=1,Signature Licks Guitar,Eric Clapton – From the Album Unplugged,,,,,,
5577,5577,John Tapella,660145,https://halleonard-common.s3.amazonaws.com/item_gif/00660145.gif,9.78079E+12,Softcover Audio Online,$19.99 (US),https://www.halleonard.com/product/660145/challenge-the-masters?subsiteid=1,Guitar School,Challenge the Masters,,,,,,
5578,5578,Mozart,645847,https://halleonard-common.s3.amazonaws.com/item_gif/00645847.gif,9.7815E+12,Softcover,$6.95 (US),https://www.halleonard.com/product/645847/best-of-mozart?subsiteid=1,Educational Piano,Best of Mozart,,,,,,
5579,5579,Various,634071,https://halleonard-common.s3.amazonaws.com/item_gif/00634071.gif,9.78186E+12,,$8.95 (US),https://www.halleonard.com/product/634071/the-very-best-scottish-songs--ballads--volume-4?subsiteid=1,Waltons Irish Music Books,The Very Best Scottish Songs & Ballads – Volume 4,,,,,,
5580,5580,Chad Johnson,183056,https://halleonard-common.s3.amazonaws.com/item_gif/00183056.gif,9.7815E+12,"Softcover Audio Online
				 - TAB",$19.99 (US),https://www.halleonard.com/product/183056/guitarists-guide-to-economy-picking?subsiteid=1,Guitar Educational,Guitarist's Guide to Economy Picking,,,,,,
5581,5581,"Composers: Alan Zachary,Michael Weiner",123635,https://halleonard-common.s3.amazonaws.com/item_gif/00123635.gif,9.78148E+12,Softcover,$17.99 (US),https://www.halleonard.com/product/123635/first-date?subsiteid=1,Vocal Selections,First Date,,,,,,
5582,5582,Robben Ford,70030,https://halleonard-common.s3.amazonaws.com/item_gif/00070030.gif,9.78079E+12,"Softcover Audio Online
				 - TAB",$19.99 (US),https://www.halleonard.com/product/70030/robben-ford--rhythm-blues?subsiteid=1,Stylistic Method,Robben Ford – Rhythm Blues,,,,,,
5583,5583,"Arrangers: Richard Walters,Virginia Saya",456,https://halleonard-common.s3.amazonaws.com/item_gif/00000456.gif,9.78142E+12,CD,$17.99 (US),https://www.halleonard.com/product/456/the-lieder-anthology--accompaniment-cds?subsiteid=1,Vocal Collection,The Lieder Anthology – Accompaniment CDs,,,,,,
5584,5584,Various,263129,https://halleonard-common.s3.amazonaws.com/item_gif/00263129.gif,9.78154E+12,"Softcover Audio Online
				 - TAB",$14.99 (US),https://www.halleonard.com/product/263129/bluegrass-festival-favorites?subsiteid=1,Banjo Play Along,Bluegrass Festival Favorites,,,,,,
5585,5585,Hannah Cruse,296835,https://halleonard-common.s3.amazonaws.com/item_gif/00296835.gif,,,$2.99 (US),https://www.halleonard.com/product/296835/alley-cat-caper?subsiteid=1,Educational Piano Library,Alley Cat Caper,,,,,,
5586,5586,Frances Allitsen,50286680,https://halleonard-common.s3.amazonaws.com/item_gif/50286680.gif,,,$3.95 (US),https://www.halleonard.com/product/50286680/the-lord-is-my-light?subsiteid=1,Vocal Solo,The Lord Is My Light,,,,,,
5587,5587,Leslie West,321272,https://halleonard-common.s3.amazonaws.com/item_gif/00321272.gif,9.78146E+12,DVD,$28.95 (US),https://www.halleonard.com/product/321272/leslie-west--the-sound-and-the-story?subsiteid=1,Instructional/ Guitar/ DVD,Leslie West – The Sound and the Story,,,,,,
5588,5588,Arnie Berle,14033424,https://halleonard-common.s3.amazonaws.com/item_gif/14033424.gif,9.78083E+12,Softcover,$19.99 (US),https://www.halleonard.com/product/14033424/theory--harmony-for-the-contemporary-musician?subsiteid=1,Music Sales America,Theory & Harmony for the Contemporary Musician,,,,,,
5589,5589,Noah Frederick,14015489,https://halleonard-common.s3.amazonaws.com/item_gif/14015489.gif,9.78083E+12,Softcover with DVD,$21.99 (US),https://www.halleonard.com/product/14015489/the-basic-guide-to-how-to-read-music?subsiteid=1,Music Sales America,The Basic Guide to How to Read Music,,,,,,
5590,5590,OneRepublic,306985,https://halleonard-common.s3.amazonaws.com/item_gif/00306985.gif,9.78142E+12,Softcover,$16.95 (US),https://www.halleonard.com/product/306985/onerepublic--dreaming-out-loud?subsiteid=1,Piano/ Vocal/ Guitar Artist Songbook,OneRepublic – Dreaming Out Loud,,,,,,
5591,5591,Amos Lee,2501093,https://halleonard-common.s3.amazonaws.com/item_gif/02501093.gif,9.7816E+12,"Softcover
				 - TAB",$19.95 (US),https://www.halleonard.com/product/2501093/amos-lee?subsiteid=1,Play It Like It Is,Amos Lee,,,,,,
5592,5592,The Beatles,690383,https://halleonard-common.s3.amazonaws.com/item_gif/00690383.gif,9.78063E+12,TAB,$19.95 (US),https://www.halleonard.com/product/690383/the-beatles--yellow-submarine?subsiteid=1,Guitar Recorded Version,The Beatles – Yellow Submarine,,,,,,
5593,5593,"Authors: Cheryl Finn,Eamonn Morris",406419,https://halleonard-common.s3.amazonaws.com/item_gif/00406419.gif,9.78088E+12,,$9.95 (US),https://www.halleonard.com/product/406419/beanstalks-basics-for-piano?subsiteid=1,Willis,Beanstalk's Basics for Piano,,,,,,
5594,5594,Various,14025481,https://halleonard-common.s3.amazonaws.com/item_gif/14025481.gif,9.78083E+12,Softcover,$24.99 (US),https://www.halleonard.com/product/14025481/the-piano-bench-of-childrens-songs?subsiteid=1,Music Sales America,The Piano Bench of Children's Songs,,,,,,
5595,5595,Fred Bock,8738356,https://halleonard-common.s3.amazonaws.com/item_gif/08738356.gif,9.78193E+12,,$19.99 (US),https://www.halleonard.com/product/8738356/bocks-best--volume-3?subsiteid=1,Fred Bock Publications,Bock's Best – Volume 3,,,,,,
5596,5596,Red Hot Chili Peppers,672551,https://halleonard-common.s3.amazonaws.com/item_gif/00672551.gif,9.78142E+12,"Softcover
				 - TAB",$49.95 (US),https://www.halleonard.com/product/672551/red-hot-chili-peppers--stadium-arcadium?subsiteid=1,Transcribed Score,Red Hot Chili Peppers – Stadium Arcadium,,,,,,
5597,5597,Pink,307041,https://halleonard-common.s3.amazonaws.com/item_gif/00307041.gif,9.78142E+12,Softcover,$16.99 (US),https://www.halleonard.com/product/307041/pink--funhouse?subsiteid=1,Piano/ Vocal/ Guitar Artist Songbook,Pink – Funhouse,,,,,,
5598,5598,Sergei Rachmaninoff,51481153,https://halleonard-common.s3.amazonaws.com/item_gif/51481153.gif,,Softcover,$6.95 (US),https://www.halleonard.com/product/51481153/prelude-in-g-major-op-32-no-5?subsiteid=1,Henle Music Folios,Prélude in G Major Op. 32 No. 5,,,,,,
5599,5599,Richard Walters,740032,https://halleonard-common.s3.amazonaws.com/item_gif/00740032.gif,9.78079E+12,Softcover Audio Online,$18.99 (US),https://www.halleonard.com/product/740032/hymn-classics?subsiteid=1,Vocal Collection,Hymn Classics,,,,,,
5600,5600,Julie Lyonn Lieberman,695233,https://halleonard-common.s3.amazonaws.com/item_gif/00695233.gif,9.78188E+12,,$19.95 (US),https://www.halleonard.com/product/695233/you-are-your-instrument?subsiteid=1,Fretted,You Are Your Instrument,,,,,,
5601,5601,Editor: Elena Riu,48018954,https://halleonard-common.s3.amazonaws.com/item_gif/48018954.gif,9.78085E+12,Softcover with CD,$32.99 (US),https://www.halleonard.com/product/48018954/salsa-nueva?subsiteid=1,BH Piano,Salsa Nueva,,,,,,
5602,5602,Mastodon,691007,https://halleonard-common.s3.amazonaws.com/item_gif/00691007.gif,9.78142E+12,"Softcover
				 - TAB",$19.99 (US),https://www.halleonard.com/product/691007/mastodon--crack-the-skye?subsiteid=1,Bass Recorded Versions Persona,Mastodon – Crack the Skye,,,,,,
5603,5603,The Beatles,295915,https://halleonard-common.s3.amazonaws.com/item_gif/00295915.gif,9.78154E+12,Softcover,$16.99 (US),https://www.halleonard.com/product/295915/the-beatles--let-it-be?subsiteid=1,Piano/ Vocal/ Guitar Artist Songbook,The Beatles – Let It Be,,,,,,
5604,5604,Editor: Ernst Herttrich,51480923,https://halleonard-common.s3.amazonaws.com/item_gif/51480923.gif,,Hardcover,$83.95 (US),https://www.halleonard.com/product/51480923/complete-piano-works--volume-2?subsiteid=1,Henle Music Folios,Complete Piano Works – Volume 2,,,,,,
5605,5605,Harry Musselwhite,1601,https://halleonard-common.s3.amazonaws.com/item_gif/00001601.gif,9.78157E+12,Hardcover with CD,$19.99 (US),https://www.halleonard.com/product/1601/martin-the-guitar?subsiteid=1,Guitar,Martin the Guitar,,,,,,
5606,5606,Albert Collins,843178,https://halleonard-common.s3.amazonaws.com/item_gif/00843178.gif,9.78142E+12,Softcover with CD,$12.99 (US),https://www.halleonard.com/product/843178/albert-collins?subsiteid=1,Blues Play-Along,Albert Collins,,,,,,
5607,5607,Various,843177,https://halleonard-common.s3.amazonaws.com/item_gif/00843177.gif,9.78142E+12,Softcover with CD,$12.99 (US),https://www.halleonard.com/product/843177/blues-classics?subsiteid=1,Blues Play-Along,Blues Classics,,,,,,
5608,5608,Dick Sheridan,1588,https://halleonard-common.s3.amazonaws.com/item_gif/00001588.gif,9.78157E+12,"Softcover
				 - TAB",$14.99 (US),https://www.halleonard.com/product/1588/songs-of-the-civil-war-for-ukulele?subsiteid=1,Fretted,Songs of the Civil War for Ukulele,,,,,,
5609,5609,Various,50602276,https://halleonard-common.s3.amazonaws.com/item_gif/50602276.gif,9.78154E+12,Softcover,$24.95 (US),https://www.halleonard.com/product/50602276/a-panorama-of-songs-2b?subsiteid=1,EMB,A Panorama of Songs 2/B,"
			Low Voice
			
		",,,,,
5610,5610,Wolfgang Wierzyk,49043978,https://halleonard-common.s3.amazonaws.com/item_gif/49043978.gif,9.78185E+12,Softcover with CD,$29.99 (US),https://www.halleonard.com/product/49043978/discovering-boogie--blues-piano?subsiteid=1,Piano,Discovering Boogie & Blues Piano,,,,,,
5611,5611,Robert Burns,14029510,https://halleonard-common.s3.amazonaws.com/item_gif/14029510.gif,9.78095E+12,Softcover,$9.95 (US),https://www.halleonard.com/product/14029510/the-scottish-songs-of-robert-burns?subsiteid=1,Music Sales America,The Scottish Songs of Robert Burns,,,,,,
5612,5612,Various,702501,https://halleonard-common.s3.amazonaws.com/item_gif/00702501.gif,9.78146E+12,Softcover,$14.99 (US),https://www.halleonard.com/product/702501/glee-guitar-chord-songbook?subsiteid=1,Guitar Chord Songbook,Glee Guitar Chord Songbook,,,,,,
5613,5613,Andrew DuBrock,696601,https://halleonard-common.s3.amazonaws.com/item_gif/00696601.gif,9.78194E+12,TAB,$19.99 (US),https://www.halleonard.com/product/696601/acoustic-rock-guitar-basics?subsiteid=1,String Letter Publishing,Acoustic Rock Guitar Basics,,,,,,
5614,5614,Jean Marc Belkadi,695697,https://halleonard-common.s3.amazonaws.com/item_gif/00695697.gif,9.78063E+12,"Softcover with CD
				 - TAB",$16.99 (US),https://www.halleonard.com/product/695697/outside-guitar-licks?subsiteid=1,Musicians Institute Press,Outside Guitar Licks,,,,,,
5615,5615,Mary K. Sallee,406731,https://halleonard-common.s3.amazonaws.com/item_gif/00406731.gif,9.78142E+12,Softcover Audio Online,$10.99 (US),https://www.halleonard.com/product/406731/teaching-little-fingers-to-play-hymns--bookaudio?subsiteid=1,Willis,Teaching Little Fingers to Play Hymns – Book/Audio,,,,,,
5616,5616,Dario Marianelli,313414,https://halleonard-common.s3.amazonaws.com/item_gif/00313414.gif,9.78142E+12,Softcover,$18.95 (US),https://www.halleonard.com/product/313414/atonement?subsiteid=1,Piano Solo Songbook,Atonement,,,,,,
5617,5617,Coldplay,309308,https://halleonard-common.s3.amazonaws.com/item_gif/00309308.gif,9.78146E+12,Softcover,$14.99 (US),https://www.halleonard.com/product/309308/coldplay--a-rush-of-blood-to-the-head?subsiteid=1,Easy Piano Personality,Coldplay – A Rush of Blood to the Head,,,,,,
5618,5618,Various,288858,https://halleonard-common.s3.amazonaws.com/item_gif/00288858.gif,9.78086E+12,Softcover Media Online,$19.95 (US),https://www.halleonard.com/product/288858/trinity-rock--pop-2018-keyboards?subsiteid=1,Piano,Trinity Rock & Pop 2018 Keyboards,,,,,,
5619,5619,Various,288713,https://halleonard-common.s3.amazonaws.com/item_gif/00288713.gif,9.78086E+12,Softcover Media Online,$18.50 (US),https://www.halleonard.com/product/288713/trinity-rock--pop-2018-vocals?subsiteid=1,Vocal Instruction,Trinity Rock & Pop 2018 Vocals,,,,,,
